SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,Elevationfrom,MeanAnnTemp,MeanAnnRain,Observations
BFA558,BFR154,Cuba,Soroa,Soroa,"Soroa, provincia Pinar del Río",22.770304,-82.998537,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,71,24.4,1484,NA
BFA559,BFR154,Cuba,Cuba,Cuba,Tabajo,21.542321,-77.840696,Not precise,NA,Mixed forest,Tropical Caribbean,Caribbean,NA,86,25.2,1357,NA
BFA560,BFR154,Cuba,Trinidad,Trinidad,Trinidad,21.796148,-79.980226,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,62,25.8,1260,NA
BFA561,BFR154,Cuba,Soledad,Soledad,"Vilches cave, Soledad",20.445151,-75.467021,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,415,22.8,1456,NA
BFA562,BFR154,Dominican Republic,San Juan de la Maguana,San Juan de la Maguana,"8 miles north, San Juan de Maguagua",18.938532,-71.224143,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,1032,18.9,1254,NA
BFA563,BFR154,Dominican Republic,Camagüey,,"Caonao, Cunagua, Prov. Camagüey",19.225315,-70.513536,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,74,26,1301,NA
BFA564,BFR154,Dominican Republic,Santo Domingo,Santo Domingo,"Cueva 1 to 2 miles W., Hotel Embajador, Santo Domingo",18.45508,-69.964395,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,50,25.6,1644,NA
BFA565,BFR154,Dominican Republic,Samana Province,Samana,"Cueva Bano Seco, Samana peninsula",19.253282,-69.404365,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,298,23.7,1821,NA
BFA566,BFR154,Dominican Republic,Santiago Rodriguez,Moncion,"Cueva Clavijo, Moncion",19.413508,-71.152277,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,367,24.7,1294,NA
BFA567,BFR154,Dominican Republic,La Altagracia,Boca de Yuma,"Cueva de Bote, boca de Yuma",18.37854,-68.611164,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,4,26.6,1194,NA
BFA568,BFR154,Dominican Republic,La Altagracia,Lagunas de Nisibon,Cueva de los Chivos (Nisibon),18.834505,-68.669293,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,56,26.3,1340,NA
BFA569,BFR154,Dominican Republic,Hatomayor,Hatomayor del Rey,"Cueva Doña Ana, Hatomayor",18.763543,-69.254974,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,110,25.6,1551,NA
BFA570,BFR154,Dominican Republic,Puerto Plata,Puerto Plata,"Cueva El Gallo, em Puerto Plata",19.780747,-70.687088,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,50,25,1713,NA
BFA571,BFR154,Dominican Republic,Samana,Samana,"Cueva Emilio, Samana",19.205832,-69.336295,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,23,25.9,2116,NA
BFA572,BFR154,Dominican Republic,Arenoso,Arenoso,"Cueva Guaruguo, Arenoso",19.187593,-69.860485,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,13,26.1,1893,NA
BFA573,BFR154,Dominican Republic,Samana ,Samana,"Cueva John Delgado, Samana",19.205782,-69.336349,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,23,25.9,2116,NA
BFA574,BFR154,Dominican Republic,Santiago Rodriguez,Moncion,"Cueva Jugres, Moncion",19.413508,-71.152278,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,367,24.7,1294,NA
BFA575,BFR154,Dominican Republic,Samana,Samana,"Cueva La Caledan, Samana",19.205837,-69.336295,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,23,25.9,2116,NA
BFA576,BFR154,Dominican Republic,San Pdero de Macoris,El Soco,Cueva la maravilla,18.451452,-69.160466,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,47,25.8,1342,NA
BFA577,BFR154,Dominican Republic,Monte Plata,Sabana Grande de Boyá,"Cueva los Arroyos, Sabana Grande de Boya",18.943646,-69.791239,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,295,24.2,1709,NA
BFA578,BFR154,Dominican Republic,Azua,Las Charcas,"Cueva Los Indies, Cervicos",18.435286,-70.594139,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,117,26.9,874,NA
BFA579,BFR154,Dominican Republic,Maria Trinidad Sanchez,Río San Juan,"Cueva Los murciélagos, Río San Juan (Del norte)",19.635512,-70.07432,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,42,25.8,1830,NA
BFA580,BFR154,Dominican Republic,La Vega,Canabon,Cueva Los Patos No. 2,19.021349,-70.485562,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,838,19.2,1254,NA
BFA581,BFR154,Dominican Republic,Samana,Samana,"Cueva Vicenti, in Samana",19.205837,-69.336295,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,23,25.9,2116,NA
BFA582,BFR154,Dominican Republic,Maria Trinidad Sanchez,Nagua,La Entrada,19.551215,-69.9059,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,1,26.1,1799,NA
BFA583,BFR154,Dominican Republic,San Cristobal,Nigua,La Hacienda Nigua,18.314413,-70.097085,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,13,26.2,1359,NA
BFA584,BFR154,Dominican Republic,Barahona,Los Patos,Los Patos,17.957022,-71.184563,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,1,26.6,1199,NA
BFA585,BFR154,Dominican Republic,Santo Domingo,Santo Domingo,"Near Hotel Embajador, Santo Domingo",18.452034,-69.934588,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,23,25.7,1596,NA
BFA586,BFR154,Dominican Republic,Santo Domingo,Santo Domingo,Pomier Borbon,18.46736,-70.135322,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,111,24.9,1636,NA
BFA587,BFR154,Dominican Republic,Santo Domingo,Santo Domingo,Santo Domingo,18.486054,-69.931252,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,47,25.7,1638,NA
BFA588,BFR154,El Salvador,La Libertad,Santa Tecla,"Cueva del Cura, 9 km E., La Libertad",13.675273,-89.277782,Precise,NA,Mixed forest,South Pacific Mesoamerica,Mesoamerica,NA,921,21.8,1989,NA
BFA589,BFR154,El Salvador,La Libertad,Sonsonata,"hacienda Chilata, Sonsonante",13.709965,-89.728615,Not precise,NA,Mixed forest,South Pacific Mesoamerica,Mesoamerica,NA,216,25.3,1877,NA
BFA590,BFR154,Guatemala,Escuintla,Escuintla,"Cueva de Los Ladrones, Finca Los Arcos",14.300925,-90.788183,Not precise,NA,Deciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,349,26,2689,NA
BFA591,BFR154,Guatemala,Alta Verapaz,San Agustín Lanquín ,"Cueva de Lanquin, Lanquin, Alta Vera Paz",15.581222,-89.988461,Precise,NA,Limestone Rainforest,Mayan Mesoamerica,Mesoamerica,NA,336,25.4,2938,NA
BFA592,BFR154,Jamaica,Kingston,Kingston,"Saint Andrew, Ferry",18.016046,-76.866854,Not Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,3,26.2,957,NA
BFA593,BFR154,Jamaica,Saint Catherine Parish,Saint Catherine Parish,"Saint Catherine, Cave a Lluidas Vale",18.032844,-77.05558,Not Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,171,24.9,1320,NA
BFA594,BFR154,Jamaica,Saint Catherine Parish,Saint Catherine Parish,"Saint Catherine, Riverhead Cave",18.032844,-77.05558,Not Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,171,24.9,1320,NA
BFA595,BFR154,Saint Martin (Lesser Antilles),Saint Martin ,Saint Martin ,St. Martin Island,18.041341,-63.07119,Not Precise,NA,NA,NA,NA,NA,1,26.3,1073,NA
BFA596,BFR154,Mexico,Chiapas,Pichucalco,"4 km NE., Pichucalco",17.532425,-93.078542,Precise,NA,Rainforest,Mayan Mesoamerica,Mesoamerica,NA,85,26.2,3722,NA
BFA597,BFR154,Mexico,Chiapas,Palenque,Ruinas de Palenque,17.495058,-92.030191,Precise,NA,Rainforest,Mayan Mesoamerica,Mesoamerica,NA,91,26.7,2568,NA
BFA598,BFR154,Mexico,Jalisco,El olvido,"Rancho La Venta, 6.7 miles N., 14 miles W., Tequila",20.976164,-103.615673,Precise,NA,Semi-arid thorny woodland,Central Mexican Highlands,Mesoamerica,NA,1320,21.3,969,NA
BFA599,BFR154,Mexico,Jalisco,Atenquique,"Salisco, 2.6 miles SW, Atenquique.",19.503439,-103.473311,Precise,NA,Semi-arid thorny woodland,Central Mexican Highlands,Mesoamerica,NA,1253,21,934,NA
BFA600,BFR154,Mexico,Quintana Roo,San Miguel de Cozumel,Pueblo Nuevo,20.456867,-86.959389,Precise,NA,Semideciduous forest,Mayan Mesoamerica,Mesoamerica,NA,1,26.1,1393,NA
BFA601,BFR154,Mexico,Veracruz,Potrero Viejo,"Patrero Viejo, near Veracruz",18.876423,-96.84448,Precise,NA,Floodplain forest,Gulfcoast Mesoamerica,Mesoamerica,NA,643,22.4,2070,NA
BFA602,BFR154,Mexico,Yucatan,Chichen Itza,"Cenote Seco, E., Chichen Itza",20.678717,-88.566216,Not Precise,NA,Semideciduous forest,Mayan Mesoamerica,Mesoamerica,NA,30,25.8,1208,NA
BFA603,BFR154,Mexico,Yucatan,Chichen Itza,Chichen Itza,20.67911,-88.568388,Precise,NA,Semideciduous forest,Mayan Mesoamerica,Mesoamerica,NA,30,25.8,1208,NA
BFA604,BFR154,Mexico,Yucatan,Chichen Itza,"Gruta de Balankanche E., Chichen Itza",20.657822,-88.534627,Precise,NA,Semideciduous forest,Mayan Mesoamerica,Mesoamerica,NA,29,25.8,1212,NA
BFA605,BFR154,Mexico,Yucatan,Maxcanú,Oxkintok Cave,20.559925,-89.952626,Precise,NA,Deciduous forest,Mayan Mesoamerica,Mesoamerica,NA,48,26.4,1099,NA
BFA606,BFR154,Mexico,Yucatan,Piste,Pisté,20.559925,-89.952626,Precise,NA,Deciduous forest,Mayan Mesoamerica,Mesoamerica,NA,48,26.4,1099,NA
BFA607,BFR154,United States,Puerto Rico,Aguas Buenas,"Aguas Buenas Cave, near Aguas Buenas",18.256899,-66.102944,Not Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,212,23.8,1924,NA
BFA608,BFR154,United States,Puerto Rico,Isla Caja de Muertos,Caja de Muertos,17.895064,-66.517922,Precise,NA,Coastal sandy mosaic,Tropical Caribbean,Caribbean,NA,4,26.4,847,NA
BFA609,BFR154,United States,Puerto Rico,San German,Cave near San German,18.074549,-67.036063,Not Precise,NA,Coastal sandy mosaic,Tropical Caribbean,Caribbean,NA,95,25.1,1508,NA
BFA610,BFR154,United States,Puerto Rico,Corozal,Corozal,18.341011,-66.317427,Not Precise,NA,Coastal sandy mosaic,Tropical Caribbean,Caribbean,NA,104,25.1,1871,NA
BFA611,BFR154,United States,Puerto Rico,Mona island,Mona Island,18.082905,-67.892747,Precise,NA,Coastal sandy mosaic,Tropical Caribbean,Caribbean,NA,60,25.5,1009,NA
BFA612,BFR154,United States,Puerto Rico,Canóvanas,"Nuclear Centre Field Station, Luquillo Forest, El Yungue Rangue",18.321268,-65.819926,Precise,NA,Coastal sandy mosaic,Tropical Caribbean,Caribbean,NA,498,23,2574,NA
BFA613,BFR154,United States,Virgin Island,Saint Croix,"St. Croix, Mt. Stewart Estate",17.724596,-64.834799,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,55,25.9,1209,NA
BFA614,BFR154,United States,Virgin Island,Saint John,St. Jhon,17.759117,-64.75194,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,56,26.2,1116,NA
BFA615,BFR154,United States,Virgin Island,Saint John,"St. John ½ mile south E., 2/5 mile W.",17.75612,-64.75092,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,122,25.8,1168,NA
BFA616,BFR154,United States,Virgin Island,Saint John,"St. John, Cruz Bay",18.327565,-64.792602,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,0,NA,NA,NA
BFA617,BFR155,Colombia,Santander,San Gil,El Hoyo de Pajaros near San Gil,6.48868,-73.039184,Precise,NA,Cloud Forest,Eastern Cordilleras,Northern Andean,NA,1757,18.6,2391,NA
BFA618,BFR156,Brazil,Pará,Itaituba,"Trail to cataracts, Rio Tapajos, Parque Nacional da Amazonia, Uruá",-4.378968,-56.780347,Not Precise,NA,Hinterland sandy woodland,Central-Southern Amazonian Sedimentary Basin,Amazonia,NA,99,26.9,2247,NA
BFA619,BFR157,Colombia,Caldas,Manizales,Several,5.057351667,-75.49143083,Not Precise,"pastures and gardens with ornamental plants, It is forested predominantly with trees of the species Quercu
primary reforesta­tion, secondary regenera­tion",Cloud Forest,Central Cordillera and Inter-Andean Valleys,Northern Andean,2095,2105,16.4,1885,"Ecoparque Alcázares-Arenillo, located in the southwestern region of municipality of Caldas        5.066666667        -75.53333333
Jardin Botanico de la Universidad de Caldas, southeast Manizales        5.066666667        -75.51666667
Recinto del Pensamiento “Jaime Restrepo Mejía” located in eastern Manizales        5.033333333        -75.43333333
Ecoparque Los Yarumos, located in northeastern Manizalez        5.06274        -75.48239"
BFA620,BFR158,United States,Oklahoma,Greer County,"Cave located, 2 miles west and 1 mile south of Reed",34.884357,-99.731049,Precise,NA,NA,NA,NA,NA,529,16,613,NA
BFA621,BFR159,Mexico,Veracruz,Xalapa/San Andres Tlanelhuayocan,Forest fragment and shade-cofee plantations in a mountainous region of Central Veracruz,19.50902778,-96.95083333,Not Precise,"mosaic of pastures with varying degrees and shade-coffee plantation with small secondary forest patches (8–16 ha) of different successional stages 
of disturbance",Floodplain forest,Gulfcoast Mesoamerica,Mesoamerica,1400,1384,18.3,1622,NA
BFA622,BFR160,Netherlands (Lesser Antilles),Sint Eustatius,Oránjestad,"swimming pool, kings well",17.48586111,-62.99088889,Precise,NA,NA,NA,NA,NA,1,26.5,1096,NA
BFA623,BFR160,Netherlands (Lesser Antilles),Sint Eustatius,Oránjestad,Mango tree next to airfield,17.49041667,-62.98547222,Precise,NA,NA,NA,NA,NA,1,26.5,1096,NA
BFA624,BFR160,Netherlands (Lesser Antilles),Sint Eustatius,Oránjestad,"swimming pool, Old Gin House",17.48202778,-62.98730556,Precise,NA,NA,NA,NA,NA,0,NA,NA,NA
BFA625,BFR160,Netherlands (Lesser Antilles),Sint Eustatius,Oránjestad,"The Quill, rim of the crater",17.47836111,-62.96530556,Precise,NA,NA,NA,NA,NA,1,24.1,1449,NA
BFA626,BFR161,Costa Rica,Provincia  Limón,San Carlos de Pacuarito,"Río Madre de Dios, Finca La Lola",10.127274,-83.361957,Not Precise,NA,Coastal sandy mosaic,Caribbean mesoamerica,Mesoamerica,NA,28,26.2,3279,NA
BFA627,BFR161,Costa Rica,Provincia  Puntarenas,Agua Buena,"Km 15 ESE Potrero Grande, Gromaco",9.048179,-83.046384,Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,NA,1005,21.2,3191,NA
BFA628,BFR161,Costa Rica,Provincia  Puntarenas,Monte Verde,"Río Guacimal, Monte verde",10.274968,-84.82551,Not Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,NA,811,22.4,2924,NA
BFA629,BFR161,Costa Rica,Provincia  San José,San Pedro,"San Pedro de Montes de Oca, Universidad de Costa Rica",9.936833,-84.050602,Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,NA,1237,20.1,1968,NA
BFA630,BFR161,Costa Rica,Provincia  San José,Quepos,"Río Damas, km 14.5 N. Quepos",9.493242,-84.213375,Not Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,NA,19,26.8,3405,NA
BFA631,BFR162,United States,Kansas,Pittsburgh,Storm sewer in Pittsburgh,37.410884,-94.70496,Not Precise,NA,NA,NA,NA,NA,276,13.8,1089,NA
BFA290,BFR163,Brazil,Mato Grosso do Sul,Campo Grande,Instituto de Pesquisa São Vicente (IPS),-20.38569444,-54.608,Precise,"cerrado sensu stricto, cerradăo, and riparian forest",Semideciduous forest,Cerrado,Atlantic Forest,NA,664,22.8,1466,NA
BFA632,BFR164,United States,Colorado,Saguache County,Saguache County,38.001911,-106.345342,Not Precise,NA,NA,NA,NA,NA,3233,0.4,597,NA
BFA633,BFR165,Peru,Talara,Tamarindo,"At 12.9 km N of Tamarindo, La Brea, province of Talara, deparment of Piura",-4.766416667,-80.99152778,Precise,Woodland savannah,Semi-arid thorny woodland,Peruvian-Ecuadorian Mesoamerica,Mesoamerica,NA,163,22.5,53,NA
BFA634,BFR166,United States,Texas/Cohuila,Several,Several,29.18022433,-102.9650687,Not Precise,NA,NA,NA,NA,NA,552,21.7,256,"United States Texas        Terlingua        Big Bend National Park        29.18022433        -102.9650687
Mexico Coahulia        Norias de Boquilla        Los Norias, about 12 mi S of the park (Big Bend National Park)        29.07263        -102.838053
Mexico Coahulia        Boquillas del Carmen        high Fronteriza Mountains, about 28 mi SE of the park (Big Bend National Park)        29.218182        -102.806989"
BFA635,BFR167,United States,Oklahoma,Major County,Lake Cave: Two hundred yards east of Conner's Cave.,36.333192,-98.854885,Precise,NA,NA,NA,NA,NA,493,14.9,661,NA
BFA636,BFR167,United States,Oklahoma,Woods County,"Marehew Cave: Thirteen miles north, three miles east of Camp Houston",36.992611,-99.042519,Not Precise,NA,NA,NA,NA,NA,565,14.1,636,NA
BFA637,BFR167,United States,Oklahoma,Major County,"Griever Creek Cave: Three miles east, four miles south of junction of U.S. Highway 281 and Oklahoma State Highway 15",36.364125,-98.830666,Precise,NA,NA,NA,NA,NA,457,15,655,NA
BFA638,BFR167,United States,Oklahoma,Woodward County,"Icebox Cave: Six miles south, seven and one-half  miles west of Freedom ",36.670226,-98.978094,Precise,NA,NA,NA,NA,NA,491,14.8,636,NA
BFA639,BFR167,United States,Oklahoma,Major County,Vickery Caves: Numbers 1 and 2. Two and one-half miles west of junction of U.S. Highway 281 and Oklahoma State Highway 15,36.423249,-98.842709,Precise,NA,NA,NA,NA,NA,457,14.9,657,NA
BFA640,BFR167,United States,Oklahoma,Major County,"Conner's Cave: Five miles south, two miles east of juntion of U.S. Highway 281 and Oklahoma State Highway 15",36.333231,-98.856986,Precise,NA,NA,NA,NA,NA,493,14.9,661,NA
BFA641,BFR167,United States,Oklahoma,Woodward County,"Selman's Cave: Four miles south, seven miles wet of Freedom on Trader's Creek ",36.705213,-99.244065,Precise,NA,NA,NA,NA,NA,532,14.7,615,NA
BFA642,BFR168,Brazil,Mato Grosso do Sul,Corumba,Hotel Passo de Lontra and Pantanal Studies Base (BEP),-19.578622,-57.019896,Not Precise,"Riparian Forest, Pantanal",Seasonal floodplain forest,Pantanal Wetlands,Cerrado,NA,76,25.6,1214,"Hotel Passo do Lontra -19.580005, -57.021113. Pantanal studies base (BEP) area of the Federal University of Mato Grosso do Sul (UFMS) -19.577095, -57.018967."
BFA643,BFR169,Brazil,Sergipe,Grande Aracaju,Three urban green areas ,-10.923457,-37.082461,Not Precise,Atlantic forest,Coastal Sandy Mosaic,Central Atlantic Shorelands,Atlantic Forest,NA,5,25.6,1412,"Campus Sao Cristóvao da universidade Federal de Sergipe (UFS) -10.926194 -37.102556, Secretaria de Estado da Fazenda de Sergipe (SEFAZ) -10.910778 -37.091083, Vila Militar dos Oficiais do Exército (Vila) -10.925444 -37.060194."
BFA085,BFR170,Brazil,Pernambuco,Pernambuco,The Catimbau National Park,-8.59230,-37.247671,Not precise,NA,Rainforest,Caatinga,Atlantic Forest,NA,849,21.2,816,NA
BFA644,BFR171,Nicaragua,Masaya,Masaya,Parque Nacional Volcán Masaya,12.003375,-86.149122,Precise,Bosque tropical seco,Deciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,285,26.2,1374,NA
BFA645,BFR172,Honduras,Several,Several,"Joya Grande, Río Arcagual, Los Ochales, Lainez, El Hisopo, Cuevas de Talgua, Universidad Nacional de Agricultura, Kurpha",14.43295139,-86.75482639,Not precise,NA,Mixed forest,Mesoamerican Central Highlands,Mesoamerica,500,955,22.2,1167,"Joya Grande        14.97166667        87.835
Río Arcagual        14.63833333        88.59111111
Los Ochales        13.2525        87.64361111
Lainez        13.98638889        86.80638889
El Hisopo        13.775        86.81916667
Cuevas de Talgua        14.89694444        85.87166667
Universidad Nacional de Agricultura        14.81972222        85.83527778
Kurpha        15.12305556        84.63638889"
BFA646,BFR173,Brazil,Minas Gerais,"Alfenas, Areado and Monte Belo",Forest fragment located in the southern region ,-21.382999,-46.212863,Not precise,Cerrado and Atlentic forest,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,916,19.8,1521,NA
BFA647,BFR174,Brazil,Minas Gerais,Caete,"Loca dos Morcegos, Sierra da Piedade in the northern portion of Quadrilatero Ferrífero",-19.814167,-43.686667,Precise,Atlantic forest,Semideciduous forest,Central Interior Atlantic Forest,Atlantic Forest,NA,910,18.3,1545,NA
BFA648,BFR174,Brazil,Minas Gerais,Brumadinho ,"Cave MJ-05, Serra da Moeda within the metropolitan region of Belo Horizonte ",-20.094444,-44.076667,Precise,Atlantic forest,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,1072,1360,19.6,1440,NA
BFA649,BFR175,Brazil,Rio de Janeiro,Cachoeiras de Macacu,Reserva Ecológica de Guapiaçu (REGUA),-22.453453,-42.770326,Precise,Atlantic forest,Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,122,23.3,1351,NA
BFA650,BFR176,Mexico,Jalisco,Autlan,"Ejido Ahuacapan, 8.3 km south of Autlan de Navarro",19.595333,-104.320139,Precise,fragments of seasonally dry tropical forest and riparian vegetation,Semi-arid thorny woodland,Central Mexican Highlands,Mesoamerica,NA,1577,18.8,1421,NA
BFA277,BFR177,Brazil,Ceará,Ceará,The Serra das Almas Nature Reserve,-5.141430556,-40.91627778,Precise,Caatinga vegetation,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,604,23.4,942,NA
